accession	entry_name	gene_primary	protein_name	length_aa	mass_da	mw_kda	gene_upper	marker_categories	marker_notes	is_marker	signaling_categories	signaling_notes	is_signaling_prefix	families	family_categories	family_notes	mw_bin_start_kda	mw_bin_end_kda	mw_bin_label	protein_count	marker_count	signaling_prefix_count	family_count	audit_burden_score	audit_priority	defensive_note	mw_window_count	mw_window_alternative_count	mw_nearest_neighbor_gap_kda	mw_gaussian_ambiguity	mw_gaussian_candidate_mass_including_self	mw_identity_entropy_nats	mw_identity_entropy_bits	mw_effective_candidate_number	mw_discriminability	mw_ambiguity_percentile	mw_auditability_percentile	mw_auditability_score_0_100	_audit_marker_value	_audit_signaling_value	_audit_family_value	_audit_family_protein_value	marker_gaussian_mass	signaling_gaussian_mass	family_membership_gaussian_mass	family_protein_gaussian_mass	marker_context_percentile	signaling_context_percentile	family_context_percentile	contextual_audit_burden_index	contextual_auditability_index	contextual_audit_burden_score_0_100	contextual_auditability_score_0_100
A0A0B4LFA8	A0A0B4LFA8_DROME	Dmel\CG45088	Uncharacterized protein	21	2359.72588	2.35972588	DMEL\CG45088			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	68	67	0.0061445999999993894	40.76951718923856	41.76951718923856	4.312612722256478	6.221784987674074	74.63523556121487	0.013398497271169095	0.07418397626112759	0.9258160237388724	92.58160237388724	0.0	0.0	0.0	0.0	0.0	0.0	0.5905121771938214	0.5905121771938214	0.0	0.0	0.8948337595907928	0.2422544339629801	0.7577455660370199	24.22544339629801	75.774556603702
A0ACD4DAS6	A0ACD4DAS6_DROME	MSAmiP	MSA micropeptide, isoform B	20	2365.87048	2.3658704799999994	MSAMIP			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	68	67	0.0061445999999993894	40.93758120191641	41.93758120191641	4.31624408274849	6.22702393344758	74.90675570232752	0.013349930732201339	0.07519722081493813	0.9248027791850619	92.48027791850619	0.0	0.0	0.0	0.0	0.0	0.0	0.5947317380260586	0.5947317380260586	0.0	0.0	0.8949360613810742	0.24253332054900306	0.757466679450997	24.253332054900305	75.7466679450997
A0A0B4K848	A0A0B4K848_DROME	Dmel\CG43200	Uncharacterized protein	21	2412.9305799999997	2.4129305799999994	DMEL\CG43200			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	70	69	0.04706009999999994	42.22881705487593	43.22881705487593	4.34305406010996	6.265702554833318	76.94216687525278	0.012996774598528158	0.0812043135268148	0.9187956864731852	91.87956864731852	0.0	0.0	0.0	0.0	0.0	0.0	0.6246655136109484	0.6246655136109484	0.0	0.0	0.8955498721227622	0.24418854641239424	0.7558114535876057	24.418854641239424	75.58114535876057
A0A0B4LEP6	A0A0B4LEP6_DROME	noncoding_5744	Uncharacterized protein	22	2468.00138	2.46800138	NONCODING_5744			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	71	70	0.046978999999998994	43.75883496173304	44.75883496173304	4.374193390524498	6.310627112398975	79.37578846052762	0.012598300053388255	0.08598103785192154	0.9140189621480784	91.40189621480785	0.0	0.0	0.0	0.0	0.0	0.0	0.6599034766537872	0.6599034766537872	0.0	0.0	0.8973913043478261	0.24584308554993692	0.754156914450063	24.58430855499369	75.4156914450063
A0A126GUN2	A0A126GUN2_DROME	MIP03715_ORF_1	Uncharacterized protein	23	2514.980379999999	2.514980379999999	MIP03715_ORF_1			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	71	70	0.046978999999998994	45.08001893774513	46.08001893774513	4.400541610734806	6.3486395590326365	81.49499527844145	0.012270692164387895	0.08865889845842079	0.9113411015415792	91.13411015415792	0.0	0.0	0.0	0.0	0.0	0.0	0.6900227055785008	0.6900227055785008	0.0	0.0	0.8986189258312021	0.2468194560724057	0.7531805439275943	24.68194560724057	75.31805439275942
O46201	A98AB_DROME	Acp98AB	Accessory gland protein 98AB	25	2622.25698	2.62225698	ACP98AB			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	79	78	0.005844699999999481	48.152418790729435	49.152418790729435	4.460060879227637	6.4345077125245815	86.49277454936015	0.011561659401148183	0.09633060722298617	0.9036693927770139	90.36693927770139	0.0	0.0	0.0	0.0	0.0	0.0	0.7592357104115466	0.7592357104115466	0.0	0.0	0.9006649616368286	0.2492488922149537	0.7507511077850463	24.92488922149537	75.07511077850462
A0A0B4LG22	A0A0B4LG22_DROME	MIP03715	Uncharacterized protein	23	2628.1016799999998	2.6281016799999994	MIP03715			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	79	78	0.005844699999999481	48.32178578120003	49.32178578120003	4.463236319868514	6.439088904989813	86.76786375437378	0.011525004266912036	0.09662010566693204	0.903379894333068	90.3379894333068	0.0	0.0	0.0	0.0	0.0	0.0	0.7629476899157464	0.7629476899157464	0.0	0.0	0.90076726342711	0.2493468422735105	0.7506531577264894	24.93468422735105	75.06531577264894
A0A1Z1CK60	A0A1Z1CK60_DROME	CG13627-5'utr	Uncharacterized protein	22	2636.39828	2.63639828	CG13627-5'UTR			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	80	79	0.0036544000000002796	48.562920654728316	49.562920654728316	4.467794695811651	6.445665251357483	87.16428713411483	0.01147258852081651	0.09741622638778316	0.9025837736122169	90.25837736122169	0.0	0.0	0.0	0.0	0.0	0.0	0.7682092755443796	0.7682092755443796	0.0	0.0	0.9009718670076726	0.24959702334886394	0.7504029766511361	24.959702334886394	75.04029766511361
A0A2U8U1T7	A0A2U8U1T7_DROME	Dmel\CG46335	Uncharacterized protein	23	2640.05268	2.64005268	DMEL\CG46335			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	80	79	0.0036544000000002796	48.66912739699838	49.66912739699838	4.469774888125816	6.4485220649891355	87.33706019105128	0.011449893067301365	0.09763335022074256	0.9023666497792574	90.23666497792574	0.0	0.0	0.0	0.0	0.0	0.0	0.7705238913289773	0.7705238913289773	0.0	0.0	0.9011764705882352	0.24970245520224446	0.7502975447977556	24.970245520224445	75.02975447977556
A0A384TTL1	A0A384TTL1_DROME	CG43200-3'utr	Uncharacterized protein	23	2664.30618	2.66430618	CG43200-3'UTR			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	81	80	0.024253499999999928	49.37724741999007	50.37724741999007	4.4830547889443	6.467680912043461	88.50462308908878	0.011298844795863372	0.09929796627343128	0.9007020337265688	90.07020337265688	0.0	0.0	0.0	0.0	0.0	0.0	0.785835893262724	0.785835893262724	0.0	0.0	0.901687979539642	0.2502464864532683	0.7497535135467317	25.02464864532683	74.97535135467317
Q24437	MST40_DROME	Mst40	Protein male-specific 40	23	2724.1239800000003	2.7241239800000003	MST40			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	84	83	0.050282099999999996	51.13776122200556	52.13776122200556	4.5151365461096225	6.513965104008875	91.39004412543422	0.010942110922142513	0.10262719837880871	0.8973728016211913	89.73728016211912	0.0	0.0	0.0	0.0	0.0	0.0	0.8231640455550225	0.8231640455550225	0.0	0.0	0.9034271099744245	0.2515135770883083	0.7484864229116917	25.15135770883083	74.84864229116917
A0A1Z1CH08	A0A1Z1CH08_DROME	Dmel\CG46310	Uncharacterized protein	23	2774.40608	2.7744060800000003	DMEL\CG46310			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	86	85	0.050282099999999996	52.63770017882421	53.63770017882421	4.542106656235765	6.5528747481400895	93.88838247375628	0.010650945022719082	0.10385756676557864	0.8961424332344213	89.61424332344214	0.0	0.0	0.0	0.0	0.0	0.0	0.8539508878354483	0.8539508878354483	0.0	0.0	0.9048593350383631	0.2521792254509854	0.7478207745490146	25.217922545098542	74.78207745490147
X2JDL1	X2JDL1_DROME	Dmel\CG45307	Uncharacterized protein	26	2879.28958	2.87928958	DMEL\CG45307			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	90	89	0.002000699999999078	55.82176281627451	56.82176281627451	4.59760744636603	6.632945462826443	99.24657859374776	0.0100759140936572	0.10487081131938916	0.8951291886806109	89.51291886806109	0.0	0.0	0.0	0.0	0.0	0.0	0.91596496096423	0.91596496096423	0.0	0.0	0.907621483375959	0.2531230736738371	0.746876926326163	25.312307367383706	74.6876926326163
A0A0S0X126	A0A0S0X126_DROME	CR33939	Uncharacterized protein	26	2881.2902799999997	2.881290279999999	CR33939			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	90	89	0.002000699999999078	55.88310390412211	56.88310390412211	4.598636471090304	6.634430031693104	99.34875834064675	0.010065551061757638	0.10494318593037562	0.8950568140696243	89.50568140696244	0.0	0.0	0.0	0.0	0.0	0.0	0.9171149858716122	0.9171149858716122	0.0	0.0	0.907621483375959	0.25314116732658365	0.7468588326734164	25.314116732658366	74.68588326734164
A0A1Z1CH22	A0A1Z1CH22_DROME	CG7708-5'utr	Uncharacterized protein	26	2968.43718	2.96843718	CG7708-5'UTR			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	92	91	0.08515089999999947	58.58225399210395	59.58225399210395	4.643146600853768	6.698644575172179	103.8706734551744	0.009627356468729859	0.10588405587319968	0.8941159441268003	89.41159441268003	0.0	0.0	0.0	0.0	0.0	0.0	0.96586782769474	0.96586782769474	0.0	0.0	0.9107928388746803	0.25416922368697	0.7458307763130301	25.416922368696998	74.58307763130301
A0A1W5PW65	A0A1W5PW65_DROME	CG42784-5'utr	Uncharacterized protein	27	3053.5880799999995	3.0535880799999995	CG42784-5'UTR			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	97	96	0.029009900000000588	61.269739889993375	62.269739889993375	4.685748202635885	6.760105694797166	108.39134066341487	0.009225829239489499	0.10682492581602374	0.8931750741839762	89.31750741839762	0.0	0.0	0.0	0.0	0.0	0.0	1.0108063014274684	1.0108063014274684	0.0	0.0	0.9145780051150895	0.2553507327327783	0.7446492672672217	25.53507327327783	74.46492672672217
A0A0S0WGX5	A0A0S0WGX5_DROME	Dmel\CG46244	Uncharacterized protein	26	3082.59798	3.08259798	DMEL\CG46244			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	101	100	0.029009900000000588	62.19696472836423	63.19696472836423	4.700076336478653	6.78077682243732	109.95556575245978	0.009094582826769088	0.10725917348194254	0.8927408265180574	89.27408265180574	0.0	0.0	0.0	0.0	0.0	0.0	1.0254807419770127	1.0254807419770127	0.0	0.0	0.9147826086956522	0.25551044554439867	0.7444895544556014	25.551044554439866	74.44895544556014
M9MS52	M9MS52_DROME	Dmel\CG42852	Uncharacterized protein	32	3148.70888	3.14870888	DMEL\CG42852			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	106	105	0.013424699999999401	64.3308149597268	65.3308149597268	4.732162569778457	6.8270674720997535	113.54083702403874	0.008807403804749838	0.1077657957588478	0.8922342042411522	89.22342042411522	0.0	0.0	0.0	0.0	0.0	0.0	1.0577120663208153	1.0577120663208153	0.0	0.0	0.9162148337595908	0.25599515737960965	0.7440048426203903	25.599515737960964	74.40048426203903
A0A6F7UCJ3	A0A6F7UCJ3_DROME	GH14785	Uncharacterized protein	27	3162.1335799999997	3.1621335799999994	GH14785			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	107	106	0.013424699999999401	64.76754320805831	65.76754320805831	4.738565794451571	6.836305372581353	114.27019714939527	0.008751188192076136	0.1079829195918072	0.8920170804081928	89.20170804081928	0.0	0.0	0.0	0.0	0.0	0.0	1.064054544828818	1.064054544828818	0.0	0.0	0.9164194373401534	0.2561005892329902	0.7438994107670098	25.610058923299018	74.38994107670098
A0A384SYE0	A0A384SYE0_DROME	Dmel\CG44388	Uncharacterized protein	30	3185.96358	3.18596358	DMEL\CG44388			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	110	109	0.023830000000000684	65.54620034295982	66.54620034295982	4.749911385194442	6.852673600082048	115.57404250209292	0.008652461905378892	0.10820004342476659	0.8917999565752334	89.17999565752334	0.0	0.0	0.0	0.0	0.0	0.0	1.075148884286585	1.075148884286585	0.0	0.0	0.9165217391304348	0.2561804456388003	0.7438195543611996	25.618044563880034	74.38195543611997
C0HJH4	SLCA_DROME	SclA	Sarcolamban A	28	3253.97638	3.25397638	SCLA			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	112	111	0.0019513000000004332	67.79275183982702	68.79275183982702	4.782121727679417	6.899143301450457	119.35732531846092	0.008378203828980496	0.10899616414561772	0.8910038358543823	89.10038358543822	0.0	0.0	0.0	0.0	0.0	0.0	1.1060862181381257	1.1060862181381257	0.0	0.0	0.9170332480818414	0.2565073530568648	0.7434926469431352	25.650735305686478	74.34926469431352
A0A0B4LFN2	A0A0B4LFN2_DROME	Dmel\CG45087	Uncharacterized protein	27	3255.9276800000007	3.2559276800000005	DMEL\CG45087			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	112	111	0.0019513000000004332	67.85760760472286	68.85760760472286	4.7830258919928115	6.90044773482154	119.4652927553524	0.00837063197968179	0.10906853875660419	0.8909314612433958	89.09314612433958	0.0	0.0	0.0	0.0	0.0	0.0	1.1069429195379086	1.1069429195379086	0.0	0.0	0.9171355498721228	0.25655102215718173	0.7434489778428183	25.655102215718173	74.34489778428183
A0A1W5Q018	A0A1W5Q018_DROME	crc-5'utr	Uncharacterized protein	26	3291.94718	3.29194718	CRC-5'UTR			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	116	115	0.03601949999999965	69.06100499102793	70.06100499102793	4.799782278376894	6.924622090361076	121.48396495316071	0.008231539037975584	0.10921328797857711	0.8907867120214229	89.07867120214229	0.0	0.0	0.0	0.0	0.0	0.0	1.1225474634552293	1.1225474634552293	0.0	0.0	0.9182608695652174	0.2568685393859486	0.7431314606140513	25.68685393859486	74.31314606140513
A1ZBY7	A1ZBY7_DROME	RpL41	Ribosomal protein L41	25	3399.29518	3.39929518	RPL41			False			False	Ribosomal_proteins	ribosome	Abundant ribosomal proteins.	2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	configured audit family match: Ribosomal_proteins	124	123	0.009790799999998878	72.70269260131165	73.70269260131165	4.848615947964851	6.995074183304031	127.56371279281285	0.007839219932585262	0.11066078019830644	0.8893392198016936	88.93392198016936	0.0	0.0	1.0	1.0	0.0	0.0	1.1679873260932945	1.1679873260932945	0.0	0.0	0.920613810741688	0.25781864773499863	0.7421813522650014	25.781864773499862	74.21813522650014
C0HJH3	SLCB_DROME	SclB	Sarcolamban B	29	3409.085979999999	3.409085979999999	SCLB			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	125	124	0.009790799999998878	73.03901863517295	74.03901863517295	4.852993303487912	7.001389372409359	128.12332844029396	0.007804979875042853	0.11087790403126584	0.8891220959687341	88.91220959687341	0.0	0.0	0.0	0.0	0.0	0.0	1.1719650445901815	1.1719650445901815	0.0	0.0	0.920613810741688	0.25787292869323847	0.7421270713067616	25.787292869323846	74.21270713067616
A0A6H2EJ23	A0A6H2EJ23_DROME	Dmel\CG46468	Uncharacterized protein	29	3584.39868	3.58439868	DMEL\CG46468			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	130	129	0.009950300000000745	79.18211046826893	80.18211046826893	4.92941166610003	7.111637765182716	138.298122926213	0.007230756129159726	0.12810306144604472	0.8718969385539552	87.18969385539552	0.0	0.0	0.0	0.0	0.0	0.0	1.244174436940457	1.244174436940457	0.0	0.0	0.922762148337596	0.26271630244591015	0.7372836975540898	26.271630244591016	73.72836975540899
M9NF92	M9NF92_DROME	Dmel\CG43362	Uncharacterized protein	32	3594.3489800000007	3.594348980000001	DMEL\CG43362			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	130	129	0.009950300000000745	79.53716261964806	80.53716261964806	4.933587043749841	7.117661561811937	138.876777026712	0.007200627933694463	0.1285373091119635	0.8714626908880365	87.14626908880365	0.0	0.0	0.0	0.0	0.0	0.0	1.2483088676550071	1.2483088676550071	0.0	0.0	0.9228644501278772	0.2628504398099602	0.7371495601900397	26.28504398099602	73.71495601900398
E1JIY3	E1JIY3_DROME	Sfp96F	Seminal fluid protein 96F	33	3651.240679999999	3.651240679999999	SFP96F			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	132	131	0.0462485000000008	81.58359831471829	82.58359831471829	4.957473775317175	7.152122830987176	142.23402655060954	0.007030666460420996	0.13085329666353043	0.8691467033364696	86.91467033364695	0.0	0.0	0.0	0.0	0.0	0.0	1.2724554159826138	1.2724554159826138	0.0	0.0	0.9240920716112532	0.2637363420686959	0.7362636579313041	26.37363420686959	73.6263657931304
A0A0S0WJP9	A0A0S0WJP9_DROME	CR33947	Uncharacterized protein	32	3697.48918	3.69748918	CR33947			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	139	138	0.004955099999999213	83.26591039477461	84.26591039477461	4.976717655318091	7.17988588123196	144.99766738890247	0.006896662670564699	0.13382065571397553	0.8661793442860245	86.61793442860245	0.0	0.0	0.0	0.0	0.0	0.0	1.2929420197849901	1.2929420197849901	0.0	0.0	0.9242966751918159	0.26452933272644785	0.7354706672735521	26.452933272644785	73.54706672735522
E1JI28	E1JI28_DROME	Sfp79B	Seminal fluid protein 79	35	3702.4442799999993	3.702444279999999	SFP79B			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	141	140	0.004955099999999213	83.44678107837595	84.44678107837595	4.978733289598138	7.18279382681203	145.2902244027418	0.006882775521276769	0.13403777954693494	0.865962220453065	86.5962220453065	0.0	0.0	0.0	0.0	0.0	0.0	1.2951943029899293	1.2951943029899293	0.0	0.0	0.9242966751918159	0.2645836136846877	0.7354163863153123	26.45836136846877	73.54163863153123
A0A0B4LG97	A0A0B4LG97_DROME	Dromel_CG17759_galpha49b_uORF	Uncharacterized protein	31	3707.52098	3.70752098	DROMEL_CG17759_GALPHA49B_UORF			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	141	140	0.005076700000000933	83.63227365645535	84.63227365645535	4.980795165465173	7.185768484900329	145.59010386102227	0.006868598712963226	0.134978649489759	0.865021350510241	86.5021350510241	0.0	0.0	0.0	0.0	0.0	0.0	1.2975146416768153	1.2975146416768153	0.0	0.0	0.9242966751918159	0.26481883117039373	0.7351811688296063	26.481883117039374	73.51811688296063
M9NET3	M9NET3_DROME	lincRNA.182	Uncharacterized protein	32	3727.38858	3.72738858	LINCRNA.182			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	141	140	0.00421819999999995	84.36068291213216	85.36068291213216	4.988902604479728	7.197465046960938	146.7752645665026	0.006813137097408594	0.13657089093146124	0.8634291090685388	86.34291090685387	0.0	0.0	0.0	0.0	0.0	0.0	1.306726411296134	1.306726411296134	0.0	0.0	0.9245012787723785	0.2652680424259599	0.7347319575740401	26.526804242595993	73.47319575740401
A0A6H2EFK9	A0A6H2EFK9_DROME	Dmel\CG46458	Uncharacterized protein	31	3731.606780000001	3.73160678	DMEL\CG46458			False			False				2.0	4.0	2.0-4.0 kDa	49	0	0	1	3.2	routine	standard full-blot and antibody-validation checks	141	140	0.0019540999999985154	84.51624080545452	85.51624080545452	4.990670763548587	7.200015961281083	147.0350161550198	0.006801101031237992	0.13736701165231238	0.8626329883476876	86.26329883476876	0.0	0.0	0.0	0.0	0.0	0.0	1.3087104660487516	1.3087104660487516	0.0	0.0	0.9246035805626599	0.26549264805374306	0.7345073519462569	26.549264805374307	73.4507351946257
