accession,entry_name,gene_primary,protein_name,length_aa,mass_da,mw_kda,gene_upper,marker_categories,marker_notes,is_marker,signaling_categories,signaling_notes,is_signaling_prefix,families,family_categories,family_notes,mw_bin_start_kda,mw_bin_end_kda,mw_bin_label,protein_count,marker_count,signaling_prefix_count,family_count,audit_burden_score,audit_priority,defensive_note
A0A0S0WGX5,A0A0S0WGX5_DROME,Dmel\CG46244,Uncharacterized protein,26,3082.5979799999996,3.0825979799999996,DMEL\CG46244,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
M9MS52,M9MS52_DROME,Dmel\CG42852,Uncharacterized protein,32,3148.70888,3.14870888,DMEL\CG42852,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A6F7UCJ3,A0A6F7UCJ3_DROME,GH14785,Uncharacterized protein,27,3162.1335799999993,3.1621335799999994,GH14785,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A384SYE0,A0A384SYE0_DROME,Dmel\CG44388,Uncharacterized protein,30,3185.96358,3.18596358,DMEL\CG44388,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
C0HJH4,SLCA_DROME,SclA,Sarcolamban A,28,3253.9763799999996,3.2539763799999997,SCLA,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A0B4LFN2,A0A0B4LFN2_DROME,Dmel\CG45087,Uncharacterized protein,27,3255.9276800000007,3.2559276800000005,DMEL\CG45087,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A1W5Q018,A0A1W5Q018_DROME,crc-5'utr,Uncharacterized protein,26,3291.94718,3.29194718,CRC-5'UTR,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A1ZBY7,A1ZBY7_DROME,RpL41,Ribosomal protein L41,25,3399.29518,3.39929518,RPL41,,,False,,,False,Ribosomal_proteins,ribosome,Abundant ribosomal proteins.,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,configured audit family match: Ribosomal_proteins
C0HJH3,SLCB_DROME,SclB,Sarcolamban B,29,3409.085979999999,3.409085979999999,SCLB,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A6H2EJ23,A0A6H2EJ23_DROME,Dmel\CG46468,Uncharacterized protein,29,3584.3986800000002,3.58439868,DMEL\CG46468,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
M9NF92,M9NF92_DROME,Dmel\CG43362,Uncharacterized protein,32,3594.3489800000007,3.594348980000001,DMEL\CG43362,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
E1JIY3,E1JIY3_DROME,Sfp96F,Seminal fluid protein 96F,33,3651.240679999999,3.651240679999999,SFP96F,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A0S0WJP9,A0A0S0WJP9_DROME,CR33947,Uncharacterized protein,32,3697.48918,3.69748918,CR33947,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
E1JI28,E1JI28_DROME,Sfp79B,Seminal fluid protein 79,35,3702.4442799999993,3.702444279999999,SFP79B,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A0B4LG97,A0A0B4LG97_DROME,Dromel_CG17759_galpha49b_uORF,Uncharacterized protein,31,3707.5209800000002,3.7075209800000004,DROMEL_CG17759_GALPHA49B_UORF,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
M9NET3,M9NET3_DROME,lincRNA.182,Uncharacterized protein,32,3727.3885800000003,3.7273885800000004,LINCRNA.182,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A6H2EFK9,A0A6H2EFK9_DROME,Dmel\CG46458,Uncharacterized protein,31,3731.6067800000005,3.7316067800000003,DMEL\CG46458,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A6M3Q933,A0A6M3Q933_DROME,Dmel\CG46462,Uncharacterized protein,34,3733.5608799999986,3.7335608799999984,DMEL\CG46462,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A9F2H0X9,A0A9F2H0X9_DROME,Dmel\CG46523,Uncharacterized protein,31,3749.35128,3.74935128,DMEL\CG46523,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A1W5PZ55,A0A1W5PZ55_DROME,Dmel\CG43221,Uncharacterized protein,34,3782.0565799999995,3.7820565799999994,DMEL\CG43221,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A6M3QGN8,A0A6M3QGN8_DROME,Dmel\CG46435,Uncharacterized protein,33,3782.6672799999988,3.7826672799999987,DMEL\CG46435,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A0B4KGG3,A0A0B4KGG3_DROME,Dmel\CG43732,Uncharacterized protein,36,3801.76178,3.8017617799999996,DMEL\CG43732,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
P04357,MT1_DROME,MtnA,Metallothionein-1,40,3853.400980000001,3.853400980000001,MTNA,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A3RLR1,TALAA_DROME,tal-AA,Peptide tarsal-less AA,32,3855.2348800000013,3.855234880000001,TAL-AA,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A1Z1CLY5,A0A1Z1CLY5_DROME,CG13004-5'utr,Uncharacterized protein,30,3867.2503799999995,3.8672503799999993,CG13004-5'UTR,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
M9PBD0,M9PBD0_DROME,Dmel\CG43220,Uncharacterized protein,35,3870.252279999999,3.870252279999999,DMEL\CG43220,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
M9PCS7,M9PCS7_DROME,Dmel\CG43813,Uncharacterized protein,37,3911.530779999999,3.911530779999999,DMEL\CG43813,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A1Z1CH16,A0A1Z1CH16_DROME,CR44215,Seminal fluid protein,38,3922.65378,3.92265378,CR44215,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
A0A0B4LHG6,A0A0B4LHG6_DROME,MtnE,"Metallothionein E, isoform A",41,3988.6186800000005,3.9886186800000005,MTNE,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
X2JEJ6,X2JEJ6_DROME,Sfp36F,"Seminal fluid protein 36F, isoform A",35,3992.76828,3.99276828,SFP36F,,,False,,,False,,,,2.0,4.0,2.0-4.0 kDa,49,0,0,1,3.2,routine,standard full-blot and antibody-validation checks
M9PEK4,M9PEK4_DROME,Dmel\CG43965,Uncharacterized protein,38,4040.7881799999996,4.04078818,DMEL\CG43965,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
X2J9G7,X2J9G7_DROME,chr2L_11663230_11663806,Uncharacterized protein,35,4062.57738,4.0625773800000005,CHR2L_11663230_11663806,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
Q9V8G0,BM03_DROME,BomS3,Bomanin Short 3,39,4099.92678,4.09992678,BOMS3,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A0B4LIG4,A0A0B4LIG4_DROME,Dmel\CG45099,Uncharacterized protein,34,4153.97848,4.15397848,DMEL\CG45099,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9PDC8,M9PDC8_DROME,Dmel\CG43814,Uncharacterized protein,37,4180.93858,4.18093858,DMEL\CG43814,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
Q9VBL7,MS57B_DROME,Mst57Db,Accessory gland-specific peptide 57Db,40,4183.792379999999,4.183792379999999,MST57DB,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A1ZB64,BOM06_DROME,BomS6,Bomanin Short 6,40,4190.002479999999,4.1900024799999995,BOMS6,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
Q9U5V6,GDLO_DROME,gdl-ORF39,Gonadal protein gdl-ORF39,39,4203.07758,4.20307758,GDL-ORF39,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9NDX2,M9NDX2_DROME,Dmel\CG43251,Uncharacterized protein,39,4218.127280000001,4.218127280000001,DMEL\CG43251,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A1ZB63,BOM05_DROME,BomS5,Bomanin Short 5,40,4259.125180000001,4.259125180000001,BOMS5,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9NF77,M9NF77_DROME,lincRNA.174,Uncharacterized protein,39,4297.686779999999,4.297686779999999,LINCRNA.174,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A1W5PXS3,A0A1W5PXS3_DROME,Dmel\CG43645,Uncharacterized protein,36,4309.71008,4.309710079999999,DMEL\CG43645,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A1Z7U3,OST4_DROME,Ost4,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Ost4,40,4368.203079999999,4.368203079999999,OST4,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A0B4LGP2,A0A0B4LGP2_DROME,Hdac3-5'utr,Uncharacterized protein,38,4377.2512799999995,4.377251279999999,HDAC3-5'UTR,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9NE78,M9NE78_DROME,Dmel\CG43390,Uncharacterized protein,40,4428.308679999999,4.428308679999999,DMEL\CG43390,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
P82705,DSO1_DROME,Dso1,Daisho1,42,4523.288080000001,4.523288080000001,DSO1,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
P11956,MT2_DROME,MtnB,Metallothionein-2,43,4525.2342800000015,4.525234280000001,MTNB,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A0B4KGU1,A0A0B4KGU1_DROME,Dmel\CG43694,Uncharacterized protein,42,4538.18658,4.53818658,DMEL\CG43694,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
Q8I9B4,MT4_DROME,MtnD,Metallothionein-4,44,4545.2220800000005,4.54522208,MTND,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9MSA8,M9MSA8_DROME,Dmel\CG42781,Uncharacterized protein,39,4571.515679999999,4.571515679999998,DMEL\CG42781,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9PBM9,M9PBM9_DROME,Dmel\CG43348,Uncharacterized protein,42,4576.024079999999,4.576024079999999,DMEL\CG43348,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A0B4K7L9,A0A0B4K7L9_DROME,Dmel\CG43397,Uncharacterized protein,40,4585.42108,4.58542108,DMEL\CG43397,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
Q9VDN2,MT3_DROME,MtnC,Metallothionein-3,43,4597.384680000001,4.597384680000001,MTNC,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9NG60,M9NG60_DROME,Dmel\CG43407,Uncharacterized protein,43,4634.200380000002,4.634200380000002,DMEL\CG43407,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A0S0WGZ3,A0A0S0WGZ3_DROME,Dmel\CG33946,Uncharacterized protein,40,4658.678879999999,4.658678879999998,DMEL\CG33946,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
P82706,BM01_DROME,BomS1,Bomanin Short 1,45,4669.5417800000005,4.66954178,BOMS1,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0ACM8PYK4,A0ACM8PYK4_DROME,BomS4,Bomanin short 4,45,4700.5988800000005,4.70059888,BOMS4,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9NCQ5,M9NCQ5_DROME,Dmel\CG43403,Uncharacterized protein,42,4719.440080000001,4.719440080000001,DMEL\CG43403,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
O77150,BM02_DROME,BomS2,Bomanin Short 2,45,4739.58898,4.739588980000001,BOMS2,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A1Z1CGY8,A0A1Z1CGY8_DROME,Dmel\CG46311,Uncharacterized protein,40,4744.525179999999,4.744525179999998,DMEL\CG46311,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A0B4LEX3,A0A0B4LEX3_DROME,Dmel\CG44439,Uncharacterized protein,44,4798.313279999999,4.7983132799999995,DMEL\CG44439,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A0B4KI42,A0A0B4KI42_DROME,Dmel\CG43935,Uncharacterized protein,42,4809.801380000002,4.8098013800000015,DMEL\CG43935,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A6M3Q7I6,A0A6M3Q7I6_DROME,IBIN,Induced by infection,41,4824.656479999999,4.824656479999999,IBIN,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A0B4KGB6,A0A0B4KGB6_DROME,Dmel\CG44174,Uncharacterized protein,43,4864.816880000001,4.864816880000001,DMEL\CG44174,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A0S0WGU5,A0A0S0WGU5_DROME,Dmel\CG46059,Uncharacterized protein,47,4908.9378799999995,4.90893788,DMEL\CG46059,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A6H2EDS4,A0A6H2EDS4_DROME,lncRNA:CR45045,Uncharacterized protein,42,4934.750279999999,4.934750279999999,LNCRNA:CR45045,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9NFS2,M9NFS2_DROME,Dmel\CG43147,Seminal fluid protein,44,4969.1541799999995,4.969154179999999,DMEL\CG43147,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A1W5Q0T5,A0A1W5Q0T5_DROME,Dmel\CG46309,Uncharacterized protein,42,4977.883380000001,4.9778833800000015,DMEL\CG46309,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
P83869,DSO2_DROME,Dso2,Daisho2,46,4994.82548,4.99482548,DSO2,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A6H2EDJ9,A0A6H2EDJ9_DROME,Dmel\CG46464,Uncharacterized protein,51,5014.60938,5.01460938,DMEL\CG46464,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
X2JA25,X2JA25_DROME,Dmel\CG45690,Uncharacterized protein,45,5051.858180000001,5.051858180000001,DMEL\CG45690,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A1W5PW68,A0A1W5PW68_DROME,Dmel\CG46307,Uncharacterized protein,42,5070.00308,5.07000308,DMEL\CG46307,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A8DY47,A8DY47_DROME,Dmel\CG34212,Uncharacterized protein,48,5072.201379999999,5.072201379999998,DMEL\CG34212,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
A0A6H2EHD4,A0A6H2EHD4_DROME,Dmel\CG46426,Uncharacterized protein,44,5075.22348,5.07522348,DMEL\CG46426,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
Q8MLN5,Q8MLN5_DROME,NEST:bs15d07,Uncharacterized protein,51,5076.96238,5.07696238,NEST:BS15D07,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
Q9W2U8,Q9W2U8_DROME,Neb-cGP,"Neb-cGP, isoform A",48,5087.088479999999,5.087088479999999,NEB-CGP,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9PD55,M9PD55_DROME,DMG8-chr2L.34.001,Uncharacterized protein,50,5118.00798,5.118007980000001,DMG8-CHR2L.34.001,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
E1JHI4,E1JHI4_DROME,Dmel\CG42587,Uncharacterized protein,49,5123.113079999999,5.1231130799999995,DMEL\CG42587,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
Q7KUV4,Q7KUV4_DROME,CG33254,Uncharacterized protein,48,5125.093579999999,5.125093579999999,CG33254,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
M9PFI7,M9PFI7_DROME,Dmel\CG43680,Uncharacterized protein,49,5146.213479999999,5.146213479999999,DMEL\CG43680,,,False,,,False,,,,4.0,6.0,4.0-6.0 kDa,104,0,0,1,5.95,routine,standard full-blot and antibody-validation checks
